asset_id,asset_type,vuln_id,severity,timestamp,source,exploit_available,severity_score,age_days,business_impact,base_likelihood,age_modifier,likelihood,risk_score,risk_category,event_time,threat_likelihood,owner,normalized_risk,confidence,event_source_type,unified_risk,event_date
Linux_2k.log_structured,windows_event,E101,combo,2026-06-15 04:06:19+00:00,su(pam_unix),False,1.0,-161.11,1,0.1,0.0,0.0,0.0,Low,2026-06-15 04:06:19+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E8,combo,2026-06-15 04:06:20+00:00,logrotate,False,1.0,-161.11,1,0.1,0.0,0.0,0.0,Low,2026-06-15 04:06:20+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E102,combo,2026-06-15 04:12:42+00:00,su(pam_unix),False,1.0,-161.12,1,0.1,0.0,0.0,0.0,Low,2026-06-15 04:12:42+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E101,combo,2026-06-15 04:12:43+00:00,su(pam_unix),False,1.0,-161.12,1,0.1,0.0,0.0,0.0,Low,2026-06-15 04:12:43+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 12:12:34+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:12:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 12:13:19+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:13:19+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 12:13:19+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:13:19+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 12:13:20+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:13:20+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 12:13:20+00:00,sshd(pam_unix),False,1.0,-161.45,1,0.1,0.0,0.0,0.0,Low,2026-06-15 12:13:20+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 14:53:32+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:32+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 14:53:32+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:32+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 14:53:32+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:32+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 14:53:32+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:32+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 14:53:32+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:32+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 14:53:32+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:32+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 14:53:33+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:33+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 14:53:33+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:33+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 14:53:34+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 14:53:34+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:34+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 14:53:35+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:35+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 14:53:35+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:35+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 14:53:35+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:35+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 14:53:35+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:35+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 14:53:35+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:35+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 14:53:35+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:35+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 14:53:36+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:36+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 14:53:36+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:36+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 14:53:36+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:36+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 14:53:36+00:00,sshd(pam_unix),False,1.0,-161.56,1,0.1,0.0,0.0,0.0,Low,2026-06-15 14:53:36+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 20:05:31+00:00,sshd(pam_unix),False,1.0,-161.78,1,0.1,0.0,0.0,0.0,Low,2026-06-15 20:05:31+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 20:05:31+00:00,sshd(pam_unix),False,1.0,-161.78,1,0.1,0.0,0.0,0.0,Low,2026-06-15 20:05:31+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 20:05:31+00:00,sshd(pam_unix),False,1.0,-161.78,1,0.1,0.0,0.0,0.0,Low,2026-06-15 20:05:31+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 20:05:31+00:00,sshd(pam_unix),False,1.0,-161.78,1,0.1,0.0,0.0,0.0,Low,2026-06-15 20:05:31+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 20:05:31+00:00,sshd(pam_unix),False,1.0,-161.78,1,0.1,0.0,0.0,0.0,Low,2026-06-15 20:05:31+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 20:05:31+00:00,sshd(pam_unix),False,1.0,-161.78,1,0.1,0.0,0.0,0.0,Low,2026-06-15 20:05:31+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 20:05:31+00:00,sshd(pam_unix),False,1.0,-161.78,1,0.1,0.0,0.0,0.0,Low,2026-06-15 20:05:31+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 20:05:31+00:00,sshd(pam_unix),False,1.0,-161.78,1,0.1,0.0,0.0,0.0,Low,2026-06-15 20:05:31+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E27,combo,2026-06-15 20:05:31+00:00,sshd(pam_unix),False,1.0,-161.78,1,0.1,0.0,0.0,0.0,Low,2026-06-15 20:05:31+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E16,combo,2026-06-15 20:05:31+00:00,sshd(pam_unix),False,1.0,-161.78,1,0.1,0.0,0.0,0.0,Low,2026-06-15 20:05:31+00:00,,,,,linux,0.0,2026-06-15
Linux_2k.log_structured,windows_event,E102,combo,2026-06-16 04:10:22+00:00,su(pam_unix),False,1.0,-162.11,1,0.1,0.0,0.0,0.0,Low,2026-06-16 04:10:22+00:00,,,,,linux,0.0,2026-06-16
Linux_2k.log_structured,windows_event,E101,combo,2026-06-16 04:10:23+00:00,su(pam_unix),False,1.0,-162.11,1,0.1,0.0,0.0,0.0,Low,2026-06-16 04:10:23+00:00,,,,,linux,0.0,2026-06-16
Linux_2k.log_structured,windows_event,E8,combo,2026-06-16 04:10:24+00:00,logrotate,False,1.0,-162.11,1,0.1,0.0,0.0,0.0,Low,2026-06-16 04:10:24+00:00,,,,,linux,0.0,2026-06-16
Linux_2k.log_structured,windows_event,E102,combo,2026-06-16 04:16:17+00:00,su(pam_unix),False,1.0,-162.12,1,0.1,0.0,0.0,0.0,Low,2026-06-16 04:16:17+00:00,,,,,linux,0.0,2026-06-16
Linux_2k.log_structured,windows_event,E101,combo,2026-06-16 04:16:18+00:00,su(pam_unix),False,1.0,-162.12,1,0.1,0.0,0.0,0.0,Low,2026-06-16 04:16:18+00:00,,,,,linux,0.0,2026-06-16
Linux_2k.log_structured,windows_event,E102,combo,2026-06-17 04:03:33+00:00,su(pam_unix),False,1.0,-163.11,1,0.1,0.0,0.0,0.0,Low,2026-06-17 04:03:33+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E101,combo,2026-06-17 04:03:34+00:00,su(pam_unix),False,1.0,-163.11,1,0.1,0.0,0.0,0.0,Low,2026-06-17 04:03:34+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E8,combo,2026-06-17 04:03:36+00:00,logrotate,False,1.0,-163.11,1,0.1,0.0,0.0,0.0,Low,2026-06-17 04:03:36+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E102,combo,2026-06-17 04:09:43+00:00,su(pam_unix),False,1.0,-163.11,1,0.1,0.0,0.0,0.0,Low,2026-06-17 04:09:43+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E101,combo,2026-06-17 04:09:45+00:00,su(pam_unix),False,1.0,-163.11,1,0.1,0.0,0.0,0.0,Low,2026-06-17 04:09:45+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E29,combo,2026-06-17 07:07:00+00:00,ftpd,False,1.0,-163.24,1,0.1,0.0,0.0,0.0,Low,2026-06-17 07:07:00+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E29,combo,2026-06-17 07:07:00+00:00,ftpd,False,1.0,-163.24,1,0.1,0.0,0.0,0.0,Low,2026-06-17 07:07:00+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E29,combo,2026-06-17 07:07:00+00:00,ftpd,False,1.0,-163.24,1,0.1,0.0,0.0,0.0,Low,2026-06-17 07:07:00+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E29,combo,2026-06-17 07:07:00+00:00,ftpd,False,1.0,-163.24,1,0.1,0.0,0.0,0.0,Low,2026-06-17 07:07:00+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E29,combo,2026-06-17 07:07:00+00:00,ftpd,False,1.0,-163.24,1,0.1,0.0,0.0,0.0,Low,2026-06-17 07:07:00+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E29,combo,2026-06-17 07:07:00+00:00,ftpd,False,1.0,-163.24,1,0.1,0.0,0.0,0.0,Low,2026-06-17 07:07:00+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E29,combo,2026-06-17 07:07:02+00:00,ftpd,False,1.0,-163.24,1,0.1,0.0,0.0,0.0,Low,2026-06-17 07:07:02+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E29,combo,2026-06-17 07:07:04+00:00,ftpd,False,1.0,-163.24,1,0.1,0.0,0.0,0.0,Low,2026-06-17 07:07:04+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E17,combo,2026-06-17 19:43:13+00:00,sshd(pam_unix),False,1.0,-163.76,1,0.1,0.0,0.0,0.0,Low,2026-06-17 19:43:13+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E102,combo,2026-06-17 20:29:26+00:00,sshd(pam_unix),False,1.0,-163.79,1,0.1,0.0,0.0,0.0,Low,2026-06-17 20:29:26+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E101,combo,2026-06-17 20:34:57+00:00,sshd(pam_unix),False,1.0,-163.8,1,0.1,0.0,0.0,0.0,Low,2026-06-17 20:34:57+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E29,combo,2026-06-17 20:55:06+00:00,ftpd,False,1.0,-163.81,1,0.1,0.0,0.0,0.0,Low,2026-06-17 20:55:06+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E29,combo,2026-06-17 20:55:06+00:00,ftpd,False,1.0,-163.81,1,0.1,0.0,0.0,0.0,Low,2026-06-17 20:55:06+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E29,combo,2026-06-17 20:55:06+00:00,ftpd,False,1.0,-163.81,1,0.1,0.0,0.0,0.0,Low,2026-06-17 20:55:06+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E29,combo,2026-06-17 20:55:06+00:00,ftpd,False,1.0,-163.81,1,0.1,0.0,0.0,0.0,Low,2026-06-17 20:55:06+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E29,combo,2026-06-17 20:55:06+00:00,ftpd,False,1.0,-163.81,1,0.1,0.0,0.0,0.0,Low,2026-06-17 20:55:06+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E29,combo,2026-06-17 20:55:07+00:00,ftpd,False,1.0,-163.81,1,0.1,0.0,0.0,0.0,Low,2026-06-17 20:55:07+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E29,combo,2026-06-17 20:55:07+00:00,ftpd,False,1.0,-163.81,1,0.1,0.0,0.0,0.0,Low,2026-06-17 20:55:07+00:00,,,,,linux,0.0,2026-06-17
Linux_2k.log_structured,windows_event,E27,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E16,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E27,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E16,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E27,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E16,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E27,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E16,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E27,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E16,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E27,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E16,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E27,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E16,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E27,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E16,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E27,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
Linux_2k.log_structured,windows_event,E16,combo,2026-06-18 01:30:59+00:00,sshd(pam_unix),False,1.0,-164.0,1,0.1,0.0,0.0,0.0,Low,2026-06-18 01:30:59+00:00,,,,,linux,0.0,2026-06-18
